route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
7086,3,1973585,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973586,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973587,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973588,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973589,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973590,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973591,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973592,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973593,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973594,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973595,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973596,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973597,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973598,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973599,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973600,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973601,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973602,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973603,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973604,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973605,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973606,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973607,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973608,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819638,45407
7086,3,1973609,1 5 POINTS STATION VIA CHATTAHOOCHEE AVE,0,819637,45407
7086,3,1973610,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973611,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973612,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973613,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973614,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973615,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973616,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973617,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973618,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973619,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973620,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973621,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973622,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973623,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973624,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973625,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973626,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973627,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973628,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973629,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973630,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973631,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973632,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7086,3,1973633,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819638,45409
7086,3,1973634,1 MOORES MILL VIA CHATTAHOOCHEE AVE,1,819637,45409
7087,3,1973765,2 NORTH AVE STA,0,819648,45412
7087,3,1973782,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973766,2 NORTH AVE STA,0,819648,45412
7087,3,1973783,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973767,2 NORTH AVE STA,0,819648,45412
7087,3,1973784,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973768,2 NORTH AVE STA,0,819648,45412
7087,3,1973785,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973769,2 NORTH AVE STA,0,819648,45412
7087,3,1973786,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973770,2 NORTH AVE STA,0,819648,45412
7087,3,1973787,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973771,2 NORTH AVE STA,0,819648,45412
7087,3,1973788,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973772,2 NORTH AVE STA,0,819648,45412
7087,3,1973789,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973773,2 NORTH AVE STA,0,819648,45412
7087,3,1973790,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973774,2 NORTH AVE STA,0,819648,45412
7087,3,1973791,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973775,2 NORTH AVE STA,0,819648,45412
7087,3,1973792,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973776,2 NORTH AVE STA,0,819648,45412
7087,3,1973793,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973777,2 NORTH AVE STA,0,819648,45412
7087,3,1973794,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973778,2 NORTH AVE STA,0,819648,45412
7087,3,1973795,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973779,2 NORTH AVE STA,0,819648,45412
7087,3,1973796,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973780,2 NORTH AVE STA,0,819648,45412
7087,3,1973797,2 NORTH AVE STATION VIA NORTH AVE,0,819649,45411
7087,3,1973781,2 NORTH AVE STA,0,819648,45412
7087,3,1973798,2 NORTH AVE STA,0,819649,45412
7087,3,1973799,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973815,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973800,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973816,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973801,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973817,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973802,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973818,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973803,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973819,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973804,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973820,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973805,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973821,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973806,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973822,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973807,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973823,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973808,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973824,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973809,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973825,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973810,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973826,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973811,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973827,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973812,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973828,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973813,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973829,2 DECATUR STATION VIA NORTH AVE,1,819649,45413
7087,3,1973814,2 PONCE DE LEON - CANDLER PARK STA,1,819648,45414
7087,3,1973830,2 PONCE DE LEON - CANDLER PARK STA,1,819649,45414
7088,3,1974010,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974012,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974013,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974014,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974015,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974016,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974017,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974018,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974019,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974020,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974021,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974022,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974023,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974024,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974025,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974026,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974027,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974028,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974029,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974030,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974031,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974032,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974033,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974034,3 MLK JR DRIVE - FIVE PTS STA,0,819661,45415
7088,3,1974011,3 MLK JR DRIVE - FIVE PTS STA,0,819660,45415
7088,3,1974035,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974037,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974038,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974039,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974040,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974041,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974042,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974043,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974044,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974045,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974046,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974047,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974048,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974049,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974050,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974051,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974052,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974053,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974054,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974055,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974056,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974057,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974058,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7088,3,1974059,3 M L KING DR - H.E.HOLMES STA,1,819661,45418
7088,3,1974036,3 M L KING DR - H.E.HOLMES STA,1,819660,45418
7089,3,1974184,4- THOMASVILLE/MORELAND AVE,0,819670,45421
7089,3,1974185,4- THOMASVILLE/MORELAND AVE,0,819670,45421
7089,3,1974186,4- THOMASVILLE/MORELAND AVE,0,819670,45421
7089,3,1974187,4- THOMASVILLE/MORELAND AVE,0,819670,45421
7089,3,1974188,4- THOMASVILLE/MORELAND AVE,0,819670,45421
7089,3,1974189,4- THOMASVILLE/MORELAND AVE,0,819670,45421
7089,3,1974190,4- THOMASVILLE/MORELAND AVE,0,819670,45421
7089,3,1974191,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974192,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974193,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974194,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974195,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974196,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974197,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974198,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974199,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974200,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974201,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974202,4- THOMASVILLE/MORELAND AVE VIA REBEL FOREST,0,819670,45422
7089,3,1974203,4 INMAN PARK STATION - VIA REBEL FORREST,1,819670,45424
7089,3,1974204,4 INMAN PARK STATION - VIA REBEL FORREST,1,819670,45424
7089,3,1974205,4 INMAN PARK STATION - VIA REBEL FORREST,1,819670,45424
7089,3,1974206,4 INMAN PARK STATION - VIA REBEL FORREST,1,819670,45424
7089,3,1974207,4 INMAN PARK STATION - VIA REBEL FORREST,1,819670,45424
7089,3,1974208,4 INMAN PARK STATION - VIA REBEL FORREST,1,819670,45424
7089,3,1974209,4 INMAN PARK STATION - VIA REBEL FORREST,1,819670,45424
7089,3,1974210,4 INMAN PARK STATION - VIA REBEL FORREST,1,819670,45424
7089,3,1974211,4-INMAN PARK STATION,1,819670,45423
7089,3,1974212,4-INMAN PARK STATION,1,819670,45423
7089,3,1974213,4-INMAN PARK STATION,1,819670,45423
7089,3,1974214,4-INMAN PARK STATION,1,819670,45423
7089,3,1974215,4-INMAN PARK STATION,1,819670,45423
7089,3,1974216,4-INMAN PARK STATION,1,819670,45423
7089,3,1974217,4-INMAN PARK STATION,1,819670,45423
7089,3,1974218,4-INMAN PARK STATION,1,819670,45423
7089,3,1974219,4-INMAN PARK STATION,1,819670,45423
7089,3,1974220,4-INMAN PARK STATION,1,819670,45423
7089,3,1974221,4-INMAN PARK STATION,1,819670,45423
7090,3,1974313,5 LINDBERGH STA,0,819675,45425
7090,3,1974314,5 LINDBERGH STA,0,819676,45425
7090,3,1974315,5 LINDBERGH STA,0,819677,45425
7090,3,1974316,5 LINDBERGH STA,0,819678,45425
7090,3,1974317,5 LINDBERGH STA,0,819675,45425
7090,3,1974318,5 LINDBERGH STA,0,819676,45425
7090,3,1974319,5 LINDBERGH STA,0,819677,45425
7090,3,1974320,5 LINDBERGH STA,0,819678,45425
7090,3,1974321,5 LINDBERGH STA,0,819675,45425
7090,3,1974322,5 LINDBERGH STA,0,819676,45425
7090,3,1974323,5 LINDBERGH STA,0,819677,45425
7090,3,1974324,5 LINDBERGH STA,0,819678,45425
7090,3,1974325,5 LINDBERGH STA,0,819675,45425
7090,3,1974326,5 LINDBERGH STA,0,819676,45425
7090,3,1974327,5 LINDBERGH STA,0,819677,45425
7090,3,1974328,5 LINDBERGH STA,0,819678,45425
7090,3,1974329,5 LINDBERGH STA,0,819675,45425
7090,3,1974330,5 LINDBERGH STA,0,819676,45425
7090,3,1974331,5 LINDBERGH STA,0,819677,45425
7090,3,1974332,5 LINDBERGH STA,0,819678,45425
7090,3,1974333,5 LINDBERGH STA,0,819675,45425
7090,3,1974334,5 LINDBERGH STA,0,819676,45425
7090,3,1974335,5 LINDBERGH STA,0,819677,45425
7090,3,1974336,5 LINDBERGH STA,0,819678,45425
7090,3,1974337,5 LINDBERGH STA,0,819675,45425
7090,3,1974338,5 LINDBERGH STA,0,819676,45425
7090,3,1974339,5 LINDBERGH STA,0,819677,45425
7090,3,1974340,5 LINDBERGH STA,0,819675,45425
7090,3,1974341,5 LINDBERGH STA,0,819676,45425
7090,3,1974342,5 LINDBERGH STA,0,819677,45425
7090,3,1974343,5 LINDBERGH STA,0,819675,45425
7090,3,1974344,5 LINDBERGH STA,0,819676,45425
7090,3,1974345,5 LINDBERGH STA,0,819677,45425
7090,3,1974346,5 LINDBERGH STA,0,819675,45425
7090,3,1974347,5 LINDBERGH STA,0,819676,45425
7090,3,1974348,5 LINDBERGH STA,0,819677,45425
7090,3,1974349,5 LINDBERGH STA,0,819675,45425
7090,3,1974350,5 LINDBERGH STA,0,819676,45425
7090,3,1974351,5 SANDY SPRINGS - DUNWOODY STA,1,819678,45426
7090,3,1974352,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974353,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974354,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974355,5 SANDY SPRINGS - DUNWOODY STA,1,819678,45426
7090,3,1974356,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974357,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974358,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974359,5 SANDY SPRINGS - DUNWOODY STA,1,819678,45426
7090,3,1974360,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974387,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974361,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974362,5 SANDY SPRINGS - DUNWOODY STA,1,819678,45426
7090,3,1974363,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974364,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974365,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974366,5 SANDY SPRINGS - DUNWOODY STA,1,819678,45426
7090,3,1974367,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974368,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974369,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974370,5 SANDY SPRINGS - DUNWOODY STA,1,819678,45426
7090,3,1974371,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974372,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974373,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974374,5 SANDY SPRINGS - DUNWOODY STA,1,819678,45426
7090,3,1974375,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974376,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974377,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974378,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974379,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974380,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974381,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974382,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974383,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7090,3,1974384,5 SANDY SPRINGS - DUNWOODY STA,1,819675,45426
7090,3,1974385,5 SANDY SPRINGS - DUNWOODY STA,1,819676,45426
7090,3,1974386,5 SANDY SPRINGS - DUNWOODY STA,1,819677,45426
7091,3,1974588,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974589,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974590,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974591,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974592,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974593,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974595,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974594,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974572,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974573,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974574,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974575,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974571,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974576,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974577,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974578,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974579,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974580,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974581,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974582,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974583,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974584,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974586,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974587,6 INMAN PARK STA - EMORY,0,819694,45427
7091,3,1974585,6 INMAN PARK STA - EMORY,0,819693,45427
7091,3,1974617,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974618,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974619,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974620,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974616,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974596,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974597,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974598,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974599,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974600,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974601,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974602,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974603,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974604,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974605,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974606,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974607,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974608,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974609,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974610,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974611,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974612,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974613,6 LINDBERGH STA - EMORY,1,819693,45428
7091,3,1974614,6 LINDBERGH STA - EMORY,1,819694,45428
7091,3,1974615,6 LINDBERGH STA - EMORY,1,819693,45428
7092,3,1974760,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974762,8 N.DRUID HILLS - BROKHAVN STA,0,819709,45429
7092,3,1974763,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974764,8 N.DRUID HILLS - BROKHAVN STA,0,819709,45429
7092,3,1974765,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974766,8 N.DRUID HILLS - BROKHAVN STA,0,819709,45429
7092,3,1974767,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974768,8 N.DRUID HILLS - BROKHAVN STA,0,819709,45429
7092,3,1974769,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974770,8 N.DRUID HILLS - BROKHAVN STA,0,819709,45429
7092,3,1974771,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974772,8 N.DRUID HILLS - BROKHAVN STA,0,819709,45429
7092,3,1974773,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974774,8 N.DRUID HILLS - BROKHAVN STA,0,819709,45429
7092,3,1974775,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974776,8 N.DRUID HILLS - BROKHAVN STA,0,819709,45429
7092,3,1974761,8 N.DRUID HILLS - BROKHAVN STA,0,819708,45429
7092,3,1974777,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7092,3,1974779,8 N.DRUID HILLS - AVONDALE STA,1,819709,45430
7092,3,1974780,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7092,3,1974781,8 N.DRUID HILLS - AVONDALE STA,1,819709,45430
7092,3,1974782,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7092,3,1974783,8 N.DRUID HILLS - AVONDALE STA,1,819709,45430
7092,3,1974784,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7092,3,1974785,8 N.DRUID HILLS - AVONDALE STA,1,819709,45430
7092,3,1974786,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7092,3,1974787,8 N.DRUID HILLS - AVONDALE STA,1,819709,45430
7092,3,1974788,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7092,3,1974789,8 N.DRUID HILLS - AVONDALE STA,1,819709,45430
7092,3,1974790,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7092,3,1974791,8 N.DRUID HILLS - AVONDALE STA,1,819709,45430
7092,3,1974792,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7092,3,1974793,8 N.DRUID HILLS - AVONDALE STA,1,819709,45430
7092,3,1974778,8 N.DRUID HILLS - AVONDALE STA,1,819708,45430
7093,3,1974841,9 TONEY VALLEY/PEACHCREST RD,0,819715,45431
7093,3,1974842,9 TONEY VALLEY/PEACHCREST RD,0,819716,45431
7093,3,1974843,9 TONEY VALLEY/PEACHCREST RD,0,819715,45431
7093,3,1974844,9 TONEY VALLEY/PEACHCREST RD,0,819716,45431
